source	target	interaction	weight
TF_43	G_755	upregulates-expression	1.0
TF_43	G_49	upregulates-expression	1.0
TF_43	G_311	upregulates-expression	1.0
TF_43	G_597	upregulates-expression	1.0
TF_43	G_86	upregulates-expression	1.0
TF_43	G_14	upregulates-expression	1.0
TF_43	G_548	upregulates-expression	1.0
TF_43	G_553	upregulates-expression	1.0
TF_43	G_166	upregulates-expression	1.0
TF_43	G_810	upregulates-expression	1.0
TF_43	G_759	upregulates-expression	1.0
TF_43	G_768	upregulates-expression	1.0
TF_43	G_262	upregulates-expression	1.0
TF_43	G_202	upregulates-expression	1.0
TF_43	G_901	upregulates-expression	1.0
TF_43	G_249	upregulates-expression	1.0
TF_43	G_593	upregulates-expression	1.0
TF_43	G_993	upregulates-expression	1.0
TF_43	G_12	upregulates-expression	1.0
TF_43	G_761	upregulates-expression	1.0
TF_43	G_140	downregulates-expression	1.0
TF_43	G_357	downregulates-expression	1.0
TF_44	G_665	upregulates-expression	1.0
TF_44	G_323	upregulates-expression	1.0
TF_44	G_590	upregulates-expression	1.0
TF_44	G_444	upregulates-expression	1.0
TF_44	G_729	upregulates-expression	1.0
TF_44	G_958	upregulates-expression	1.0
TF_44	G_998	upregulates-expression	1.0
TF_44	G_178	upregulates-expression	1.0
TF_44	G_587	upregulates-expression	1.0
TF_44	G_761	upregulates-expression	1.0
TF_44	G_701	upregulates-expression	1.0
TF_45	G_586	upregulates-expression	1.0
TF_45	G_402	upregulates-expression	1.0
TF_45	G_657	upregulates-expression	1.0
TF_46	G_530	upregulates-expression	1.0
TF_46	G_793	upregulates-expression	1.0
TF_46	G_631	upregulates-expression	1.0
TF_47	G_125	upregulates-expression	1.0
TF_47	G_275	upregulates-expression	1.0
TF_47	G_523	upregulates-expression	1.0
TF_47	G_868	upregulates-expression	1.0
TF_47	G_678	upregulates-expression	1.0
TF_48	G_372	upregulates-expression	1.0
TF_48	G_747	upregulates-expression	1.0
TF_48	G_944	upregulates-expression	1.0
TF_48	G_854	upregulates-expression	1.0
TF_48	G_736	upregulates-expression	1.0
TF_48	G_593	upregulates-expression	1.0
TF_48	G_207	upregulates-expression	1.0
TF_48	G_338	upregulates-expression	1.0
TF_48	G_58	upregulates-expression	1.0
TF_48	G_502	upregulates-expression	1.0
TF_48	G_162	upregulates-expression	1.0
TF_48	G_248	upregulates-expression	1.0
TF_48	G_516	upregulates-expression	1.0
TF_48	G_368	upregulates-expression	1.0
TF_48	G_128	downregulates-expression	1.0
TF_48	G_452	downregulates-expression	1.0
TF_48	G_592	downregulates-expression	1.0
TF_48	G_838	downregulates-expression	1.0
TF_48	G_826	downregulates-expression	1.0
TF_48	G_376	downregulates-expression	1.0
TF_48	G_339	downregulates-expression	1.0
TF_49	G_955	upregulates-expression	1.0
TF_49	G_682	upregulates-expression	1.0
TF_49	G_36	downregulates-expression	1.0
TF_50	G_122	upregulates-expression	1.0
TF_50	G_279	upregulates-expression	1.0
TF_50	G_939	upregulates-expression	1.0
TF_50	G_562	upregulates-expression	1.0
TF_50	G_546	upregulates-expression	1.0
TF_50	G_643	upregulates-expression	1.0
TF_50	G_525	upregulates-expression	1.0
TF_50	G_228	upregulates-expression	1.0
TF_50	G_842	upregulates-expression	1.0
TF_50	G_248	upregulates-expression	1.0
TF_50	G_420	upregulates-expression	1.0
TF_50	G_245	upregulates-expression	1.0
TF_50	G_163	upregulates-expression	1.0
TF_50	G_60	upregulates-expression	1.0
TF_50	G_466	upregulates-expression	1.0
TF_50	G_140	upregulates-expression	1.0
TF_50	G_942	upregulates-expression	1.0
TF_50	G_181	downregulates-expression	1.0
